Salesperson,CustomerName,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24
SHIV,BLESSED DAIRIES LTD,,,"729,036.00000",,"1,368,688.30000",,,,"302,793.41600","1,590,186.00000","1,042,912.50000",,,"1,888,283.25000",,,"1,062,100.87230",,,,,,
SHIV,BLOWPLAST LIMITED,"41,748.40000",,,,,,,,,,,,,,,,,,,,,,
SHIV,BLUE RING PRODUCTS LTD,"61,822.20000",,,,,,,,,,,,,,,,,,,,,,
SHIV,BOBMIL INDUSTRIES LTD DR,"289,263.63200",,,,,,,,,,,,,,,,,,,,,,
SHIV,BRUSH MANUFACTURERS LIMITED DR,"14,140.40000","15,300.40000",,"9,824.04000","29,000.00000",,"8,317.20000",,,,,,,-707.60000,,,,,"104,400.00000",,,,
SHIV,BUYLINE INDUSTRIES LIMITED,,"76,560.00000",,,,,"42,591.72000","27,840.00000",,"20,880.00000",,"64,960.00000","4,524.00000","32,455.40800","13,920.00000",,"46,400.00000",,,,,"58,000.00000",
SHIV,CANAAN WATER COMPANY LTD,"4,718,430.32220",,,,,,,,,,,,,,,,,,,,,,
SHIV,CAPWELL INDUSTRIES LIMITED,"93,264.00000",,,,,,,,,,,,,,,,,,,,,,
SHIV,CHANDARANA SUPERMARKET LIMITED,,,,"669,464.42000","150,336.00000","236,575.62000",,,,,,,"83,966.60000","85,764.60000","309,128.40000",,,,"589,270.14000",,,,
SHIV,CHEMI & COTEX INDUSTRIES LTD,,"414,794.52000","947,333.01600","1,550,249.12000","625,988.09600","38,688.00000","1,729,893.52200","3,700,648.08400","413,585.28000","2,090,777.44200","1,364,875.57500","1,357,581.43754","3,418,299.32352","1,608,405.67272","625,150.51246",,"1,751,182.87677","1,320,099.53759",,,,,
SHIV,CITY LINK WATER FACTORY COMPANY LIMITED,"322,172.72640",,,,,,,,,,,,,,,,,,,,,,
SHIV,CONINX INDUSTRIES LIMITED,,"20,880.00000","20,880.00000",,"20,671.20000",,"16,704.00000",,"17,434.80000","16,861.64400","45,704.00000","37,584.00000",,"28,814.40000",,0.00000,,,,"19,717.81920",,,
SHIV,COOPER K-BRANDS LIMITED,,"4,640.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,DARSH INDUSTRIES LTD,,,,,"5,059,289.60000",,,"2,006,173.16000",,"1,885,203.36000","7,225,364.79000","-35,411.96000",,,"5,288,149.47448",,,,"4,871,913.08032",,,"41,200.80536","62,176.82640"
SHIV,DETERPRO ENTERPRISES,,,"22,156.00000",,,,,,,"95,120.00000",,,,,,,,,,,,,
SHIV,DIVINE INDUSTRIES LIMITED,"337,212.00000","929,392.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,DOM SWISS AFRICA LTD,,,,,,,,,,,,,"145,430.36000",,,,,,,,,,
SHIV,EAST AFRICAN FOODS & BEVERAGES LTD,,,,"184,728.48800",,,,,,,"301,953.64680",,,,,,,"13,486.85395","175,734.78130",,,,
SHIV,EDIBLE OIL PRODUCTS LIMITED,"602,156.00000","141,670.80000",,,,,,,,,,,,,,,,,,,,,
SHIV,ELPIS INDUSTRIES LTD,,,,"302,760.00000",,"256,824.00000","185,136.00000",,,,,,,,,,,,,,,,
SHIV,GALAXY FOODS AND BEVERAGES,,"290,304.00000","495,936.00000","2,106,944.00000",,,"2,492,390.40000",,"1,682,479.90000","4,224,701.67120","92,502.43860","268,742.81360","3,312,429.75000",,"-165,619.12500","3,189,055.04555","350,095.75843","1,208,372.25600",,,,,
SHIV,GENERAL INDUSTRIES LTD,"43,950.77600",,,,"41,467.68000","30,276.00000","-20,733.84000","62,640.00000",,,"19,209.60000",,,"9,604.80000",,,"19,397.52000",,,"19,836.00000",,"12,528.00000",
SHIV,GITHUNGURI DIARY FARM CS LTD.,,"51,620.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,GLAXOSMITHKLINE LIMITED,"563,992.00000",,,,,,,,,,,,,,,,,,,,,,
SHIV,Gonas Best Limited,,,,,,,"476,064.00000","235,712.00000","459,360.00000",,"1,024,744.00000","704,352.00000","580,935.20000",,,,,,,,,,
SHIV,GREEN FOOD LTD,,,"521,148.60000",,"199,424.00000","63,923.20000","1,829,419.82000","39,015.92000","85,780.97520","893,432.59200",,,,"801,029.28252",,,"944,939.91150",-0.66600,,,,,
SHIV,GUMBO SPRING COMPANY,,,,,,"200,941.82400",,,,"113,598.77677",,,,,,,,,,,,,
SHIV,HABISON GLOBAL TRADING,,,,,,"104,915.32800",,,,,,"123,896.00000",,,"509,287.65655",,,,,,"192,010.39144",,
SHIV,INSIGNIA LIMITED,,,,"401,940.00000",,,,,,,,,,,,,,,,,,,
SHIV,INSIGNIA LIMITED KSH,,,,,,,"336,545.00000",,"160,328.00000",0.00000,,"524,630.88000","-72,362.88000",,,,,,,,,,
SHIV,JIT BEVERAGE COMPANY,"850,591.57000",,,,,,,,,,,,,,,,,,,,,,
SHIV,JOSQUINE PACKAGING LIMITED,"240,352.00000","194,996.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,JUSTUS MWANGI,"63,167.89187","11,136.00000","57,014.00000",,"52,891.96506","41,130.97283",,"43,996.48000",,"28,294.72000","5,373.12000",,,"5,801.16000","4,920.72000","4,028.68000","4,457.88000","5,100.00000",,,"4,089.00000","3,312.96000",
SHIV,KAISH MEARING PLASTICS COMPANY LIMITED-DR,,"278,121.60000","3,634,790.40000",,,,,,,,,,,,,,,,,,,,
SHIV,KEENFEEDERS LTD,,"142,732.80000",,,,"237,644.80000",,,,,,,"651,790.00000",,,,,,,,,,
SHIV,KENAFRIC INDUSTRIES LIMITED,"213,992.16000",,,,,,,,,,,,,,,,,,,,,,
SHIV,KENPOLY MANUFACTURERS LIMITED,"1,561,647.08840","1,073,845.45440","1,023,185.71400",,,,,,,,,,,,,,,,,,,,
SHIV,KENYA TEA PACKERS LIMITED,,"158,166.00000",,,,,"366,052.50000","162,968.40000",,,,,,,,,,,,,,,
SHIV,LIFE INDUSTRIES CO.LTD,,,,,,"15,118.40256",,,"267,506.70000",,,,,"1,261,888.51823",,"157,872.00000",,,,,,,
SHIV,MAIKAR QUAILITY LTD,,,,,,,,,,,,,,,,,,,,"36,041.20000",,,
SHIV,MALO ENTERPRISES DR,,,,,,,,,,,,,,,"22,272.00000",,,,,,"17,469.60000",,
SHIV,MAMUJEE PRODUCTS LTD,,"626,487.12000",,"4,066,914.74000",,"617,568.00000","3,069,582.18000","1,088,488.22000","1,262,157.87540",,"851,656.05000",,,"618,579.50000",,,,,,,,,
SHIV,MAVUNO HUB FOODS LIMITED,,,,,,,"24,360.00000",,,,,,,,,,,,,,,,
SHIV,MAZERAS OIL LIMITED,,,,,,,,,,"232,000.00000","252,880.00000",,"230,412.54000",,,,,,,,,,
SHIV,MENENGAI OIL REFINERIES LIMITED,"1,555,270.69600","-20,645.86560",,,,,,,,,,,,,,,,,,,,,
SHIV,METAL CROWN (T)LTD,,,,,"66,150.40000",,,,,,,,,,,,,,,,,,
SHIV,MILLY FRUIT PROCESSORS LTD,,,,,,,,,,,,,,,,,,,,"235,563.52000",,"116,000.00000","60,890.72000"
SHIV,MOHAMMED YARROW,,,,,,,,"336,942.00000",,,,,,,,,,,,,,,
SHIV,MONSANTO LTD,,"1,231,357.72944",,,,,,,,,,,,,,,,,,,,,
SHIV,MOUNT MERU SOYCO LTD,,,"42,000.00000","223,664.28000","1,681,365.87200","1,555,038.84800","133,882.45000","243,556.56820",,,,,,,,,,,,,,,
SHIV,NARCOL ALUMINIUM ROLLING MILLS LIMITED,,"3,700.40000",,,,,,,,,,,,,"3,108.33600",,,,,,,,
SHIV,NESTLE KENYA LIMITED,"34,349.34000","85,252.75000","408,441.22000",,,,,,,,,,,,,,,,,,,,
SHIV,NEZULA BRANDS LIMITED,,,,,"62,640.00000",,,,,,,,,,,,,,,,,,
SHIV,ORIBUT COMPANY LIMITED (USD),,,,"290,294.55000","722,083.04000",,,,,,,"54,204.50000",,"266,745.61936",,,"261,815.97728",,,"196,493.68960",,,
SHIV,PAPER CONVERTERS LIMITED,,,,,"368,253.60000",,,,,,,,,,,,,,,,,,
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,"14,755.20000","16,597.28000","22,875.20000","3,359.36000","21,579.48000",,"6,809.20000",,,,,,,,,,,"49,590.00000","-49,590.00000","49,590.00000",,,
SHIV,PLUS EX PRODUCTS,,"52,374.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,PORTA CONSULTANCY LTD,"3,480.00000","3,480.00000",,,,,"5,800.00000",,,,,"5,800.00000",,"22,765.00000",,"5,800.00000","26,100.00000",,,,,,"6,380.00000"
SHIV,PRESSMASTER AFRICA LTD,,,,,,,,,,,,,,,,,,,,,"32,480.00000",,
SHIV,PZ CUSSONS EAST AFRICA LIMITED,"2,947,435.57600","924,878.67200",,,,,,,,,,,,,,,,,,,,,
SHIV,QWAY LIMITED,"2,273.60000","145,719.20000",,,,,,,,,,,,,,,,,,,,,
SHIV,RAI PLYWOODS (KENYA) LIMITED,,,,,"29,928.00000",,,,,,,"34,800.00000","-4,872.00000",,,,,,,,,,
SHIV,RELIABLE PACKERS LIMITED,,"1,211,144.00560","1,112,479.26600","1,526,296.11160","2,175,260.92560","1,226,609.17200","1,514,491.20340","1,808,482.24488","3,210,790.10928","532,102.59660",,,,,,,,,,,,,
SHIV,RELIANCE HOTELS LTD,,"70,325.00000",,,,,,"30,087.50000",,,,"29,870.00000","12,806.40000",,,,,"30,450.00000","30,450.00000",,,,
SHIV,RICHARD MUTISO DR,,,,,,,,,,,,,,,,,,,"43,200.00000","16,800.00000",,"12,024.89640","31,969.60000"
SHIV,S. C. JOHNSON & SON KENYA LIMITED,"169,360.00000","36,134.00000","87,580.00000","17,400.00000","15,970.30000","114,583.75600","86,350.40000","70,760.00000","122,310.40000","127,716.00000","105,025.24000","131,741.20000",,"1,714,335.00000","58,870.00000","96,976.00000","264,654.00000","40,020.00000",,,,,
SHIV,SAMONA PRODUCTS LTD,,"201,600.00000","344,652.00000",,,,,,,,,,,,,,,,,,,,
SHIV,SILAFRICA  KENYA LIMITED,,,"89,663.36000",,"-4,640.00000",,,,,"125,544.48000","554,431.28000",,,,,,,,,,,,
SHIV,SOLVOCHEM EAST AFRICA LIMITED,"305,683.20000",,,,,,,,,,,,,,,,,,,,,,
SHIV,SOUS CHEF LTD,,,,,,,,,,,,,,,,,"111,626.80000",,,,,,
SHIV,SPALLIC TRADE LABELS,"8,120.00000","4,176.00000",,"8,120.00000","8,120.00000",,"8,120.00000","19,952.00000","7,803.32000",,"8,412.32000","8,352.00000","7,714.00000",,,,,,,,,,
SHIV,STARLAND MINERAL WATER,,,,,,"222,958.56000","77,939.61000",,,,"37,298.80000",,"161,530.80000",,"351,748.80000","176,114.00000","480,716.40000",,,,,,
SHIV,SUNKIST BAKERY LIMITED,,,,,,,,,,,,"97,010.56800","3,041.30000",,,,,,,"502,982.28760",,,
SHIV,SUNTORY BEVERANGE & FOOD KENYA,"1,325,740.80000","517,104.80000",,"252,439.20000","270,419.20000","1,070,540.80000",,"733,639.68000","262,378.08000","385,500.48000",,,,,,,,,,,,,
SHIV,SUPERSLEEK LIMITED DR,"189,534.72000","1,768,872.40000","317,229.28320","745,924.08000","219,567.12000","460,592.26800","839,794.52800","275,648.48000","303,363.20000",,"329,786.14400","884,500.00000","1,043,703.04000","2,040,319.35443","1,125,876.28000","42,424.10000","167,411.20000","338,715.36000","979,527.20000","169,503.84000",,"433,833.62000","683,444.16000"
SHIV,T.M.ABDULHUSEIN & SONS,"255,126.31680","157,574.63200","685,755.16652",,"632,526.77200","-3,563.52000","540,875.52000","92,707.20000","604,726.56000",,"324,800.00000","639,596.16000",,"539,650.56000",,,"611,686.56000","-3,340.80000","565,750.56000","272,720.64000","331,059.36000","-12,068.64000","501,558.48000"
SHIV,TAIFA IMPORTS LIMITED-DR,"75,613.44000",,"3,248.00000",,"106,278.04000",,,"15,683.20000",,,,,"82,151.20000","1,716.80000",,,"3,108.80000",,"2,923.20000","71,316.80000","13,641.60000",,"3,897.60000"
SHIV,TANGA PHARMACEUTICAL & PLASTIC,"11,736,343.31538","13,323,063.16656","11,002,827.10086","23,527,040.71200","11,880,221.61756","6,759,789.38496","9,590,089.24589","7,350,707.57152","16,392,654.16436","7,994,791.31218","9,768,181.02008","11,022,070.38228","6,473,625.28155","10,434,721.87712",,,,,,,,,
SHIV,TECHPAK INDUSTRIES LIMITED,"3,006,868.22480","148,996.13040",,,,,,,,,,,,,,,,,,,,,
SHIV,TIMSALES LIMITED,,,,,,,,,,,,,,,,,,,,"11,600.00000",,"85,492.00000",
SHIV,TOTAL KENYA LIMITED DR,"4,296,947.34896","1,806,616.09488","1,922,972.80532","1,842,340.05460","2,665,887.85344","3,338,497.18060","3,771,687.59584","4,683,916.59080","10,335,802.37592","8,983,835.46722","8,371,702.54529","9,363,805.80221","6,434,953.86426","7,637,613.52672","6,981,595.99608","7,364,299.07924","5,571,743.67264","1,312,515.21136",,,,,
SHIV,TRI-CLOVER INDUSTRIES LIMITED,"2,412,297.75480","3,028,761.16000","667,863.04000","1,560,561.92000","706,082.72000","87,000.00000","298,781.20000","25,659.20000",,,,"73,404.80000","41,760.00000","98,484.00000","121,104.00000",,"185,600.00000",,"193,140.00000","230,932.80000","60,900.00000","154,164.00000","330,630.62400"
SHIV,TRIDEA COSMETICS,,"188,228.12400","346,575.09600",,,,,,,,,,,,,,,,,,,,
SHIV,ULTRA CHEMICAL INDUSTRIES LTD,"185,136.00000",,,,,,,,,,,,,,,,,,,,,,
SHIV,Ultravetis E.a. Limited,"60,279.40000","29,000.00000",,,,,,,,,,,,,,,,,,,,,
SHIV,UNIFILTERS KENYA LIMITED,,,"18,838.40000",,,,"9,744.00000","6,496.00000","32,480.00000",,974.40000,,,,,,,,,,,,
SHIV,VAJAS MANUFACTURERS LIMITED,"43,616.00000",,,,,,,,,,,,,,,,,,,,,,
SHIV,VICTORIA JUICE CO LIMITED,"475,955.99240","292,701.23400",,,,,,,,,,,,,,,,,,,,,
SHIV,VIRO LOCKS (K) LTD,,"5,104.00000",,,,"36,103.84000",,"6,960.00000",,,,,,,"23,200.00000",,"1,164.64000",,,,,,
SHIV,WEETABIX EAST AFRICA LTD,,,,,,"167,933.20000",,,,,,,,,,,,,,,,,
SHIV,ZARA ENTERPRISES SRL,"1,138,914.00000","1,106,928.90000",,"1,209,611.20000","644,454.40000","1,047,843.84000","784,552.00000",,"1,124,938.81800","1,010,549.12400","2,624,546.40000","1,255,015.80000","433,692.00000","1,133,906.03120","1,119,563.12790",,"1,887,895.17280","332,436.90038",,,,,
SHIV,ZEIZU COMPANY LIMITED,,,,,"105,792.00000",,,"96,645.40000",,,,"125,529.40000",,"134,307.12000",,,,,,,,,
SHEENA,AFRICA FUTURE VENTURES LIMITED,,"19,950.84000","14,117.20000","13,664.80000","7,624.10000","6,093.59600","19,324.44000","26,108.70000",,"23,934.86000","9,802.00000","-5,469.39536","23,200.69600","24,783.40000",,"17,002.70000","13,603.90000","19,604.00000","7,607.28000","9,073.52000","6,843.42000",600.30000,
SHEENA,AFRIKANZ SQIN CARE,,,"13,340.00000",,,,,,,,,,,,,,,,,,,,
SHEENA,ALIMP GROUP LIMITED,,,,,,,,,,,,,,,,,,,,"8,319.98400",,,
SHEENA,ALPHA GAS APPLICATIONS EA LTD,,,,,,,,,"6,960.00000",,,,,,,,,,,,,,
SHEENA,ANAIS DESIGN/MARKET K. DAVID,,"80,225.60000",,,,,,,,,,,,,"78,926.40000",,,,,,,,
SHEENA,A-TECH LIMITED,,,,,,,,,,,,,,,,,,,,,,,962.80000
SHEENA,BIZMED  SOLUTION,,,,,,,,,,,,,,,,,,,"63,336.00000","97,440.00000","67,512.00000",,
SHEENA,BLEND AFRICA LTD,,,,,,,,,,"43,870.04000",,"31,934.80000","15,080.00000",,"9,280.00000",,,,,"4,640.00000",,"13,920.00000",
SHEENA,BRANDED BEVERAGES AND FOODS LI,"2,320.00000",,,,,"8,611.84000","7,163.00000",,,,,,,,,,,,,,,,
SHEENA,CAFFE DEL DUCA LIMITED,,,,"30,914.00000","5,684.00000",,,,,,,,,,,,,,,,,,
SHEENA,CARTON MANUFACTURERS LIMITED,"16,095.00000",,,"15,428.00000","2,088.00000",0.00000,"40,025.80000",,"15,631.00000",,"25,743.30000",,"15,120.60000",,,"6,380.00000","15,950.00000",,"12,441.00000",,"29,411.80000",,
SHEENA,CENTRAL PARK BEES KENYA,,,,"12,245.19200",,"5,800.00000","9,959.76000","13,920.00000","5,800.00000",,,,,,,,,,,,,,
SHEENA,CENTRAL PARK BEES LIMITED,,,,"60,320.00000",,"6,264.00000","3,654.00000",,"109,891.44000",,"-6,264.00000",,,,,,,,,,,,
SHEENA,CHAIIWALI CAFE,,,,,,,,,,,,,,,,,,,,"7,540.00000",,,
SHEENA,CITIQUEST,,,,,,,,,,,,,,,,,,,"8,700.00000","14,212.32000",,,
SHEENA,CLIQUE LIMITED,"49,300.00000","34,800.00000","127,600.00000",,"60,900.00000","50,170.00000","13,630.00000","95,700.00000","55,100.00000","46,400.00000","76,560.00000","72,500.00000","46,400.00000","60,900.00000","31,897.68000","54,670.80000","30,450.00000","18,850.00000","98,890.00000","46,037.50000","66,700.00000","91,348.84000",
SHEENA,COOPER UNIFORM,,,,,,,,,"97,885.44000","226,005.12000",,,,,,,,,"204,160.00000","11,136.00000",,,
SHEENA,DAWA LIMITED,,"242,596.16000",,"340,322.08000","264,277.60000","542,158.08000","-60,714.08000","464,000.00000",,,,,,,"-224,000.00000","-16,000.20000",,,,"44,100.30000",,,
SHEENA,DECATHLON SPORTS KENYA LIMITED,,,,,,,,"7,516.80000",,,,,,,,,,,,,,,
SHEENA,DEW POINT NATURALS,,,"35,623.60000",,,,,,,,"10,440.00000","4,872.00000",,"27,236.80000","3,480.00000",,,,"7,667.60000","1,461.60000",,,
SHEENA,DOMAINE KENYA LIMITED,,,"4,106.40000","13,398.00000",,,,,"10,440.00000",,,,,,,,"23,432.00000",,,,"29,095.12000",,
SHEENA,DOODLE BOX LIMITED,,,,,,"2,552.00000",,,"12,760.00000",,,,"7,308.00000",,,"16,240.00000","12,760.00000",,,,,,
SHEENA,DORMANS COFFEE LIMITED,,,,,"84,468.88000","8,537.60000","29,454.72000",,,,"30,948.80000","153,623.44000",,,"42,688.00000",,,,"68,941.12000","5,336.00000","26,680.00000",,
SHEENA,EAT N GO LIMITED,,"55,680.00000",,,"40,600.00000",,"35,781.82400",,,"39,382.00000",,,"39,511.92000","92,005.40000",,,"28,420.00000",,,,,,
SHEENA,ECOZYM LIMITED,"55,217.16000",,"53,720.76000","10,022.40000","49,919.20800",,"71,467.36800","31,441.80000","32,964.88000","10,523.52000","13,848.08000",,"53,087.40000","19,049.52000","44,415.24000","10,022.40000","46,765.40000",,"24,046.22000",,"10,022.40000",,
SHEENA,FINSBURY TRADING LTD,,,,,"11,234.60000","53,104.80000","72,941.96000","176,789.80000","2,718.34400","8,143.20000",,,,,"7,389.20000",,"4,976.40000",,,,,,
SHEENA,FLORENZA LIMITED,"10,579.20000","25,313.52000",,,"17,075.20000","1,844.40000","22,076.19200","21,984.83040","29,654.24000","6,171.20000","15,123.15200","23,246.40000","18,464.41600","25,210.04800","13,298.24000","19,144.06000","32,619.20000","2,204.00000","4,408.00000","19,638.80000","24,253.28000","4,420.52800",
SHEENA,GABBY AND KASS LIMITED,,,,,,,,,,,,"12,180.00000",,,,,,,,,,,
SHEENA,GADENIA FOODS ENTERPRISES,,,,,,,,,,,,,,,,,,,,"28,188.00000",,,
SHEENA,GALAXY PAINTS AND COATINGS LIMITED,,,,,,,,,,,,,,,,,,,,,"51,799.80000",,
SHEENA,GENERICS AFRICA LIMITED,,,,,,,"17,400.00000",,,,,,,,"51,620.00000",,,"16,240.00000","19,140.00000","17,400.00000",,,
SHEENA,HEALTHY KAJUJU,,,,,,,,,,,,,,,,,,,"6,960.00000",,,,
SHEENA,HIGHLANDS DRINKS LIMITED,,,,"-39,705.63768",,,,,,,,,,,,,,,,,,,
SHEENA,IMPALA AUTO SPARES LTD,,"1,134.36400","2,427.99600","4,256.15600",,,,,,,,,,,,,,,,,,,
SHEENA,ITALIAN GELATI & FOOD PRODUCTS LTD,,"70,760.00000",,,,,,"255,223.20000",,,"172,928.16000",,"114,608.00000",,"91,245.60000",,,,,,,,
SHEENA,IZYCUT LABELS,,,,,,"3,445.20000",,,,,,,,,,,,,"17,991.60000","5,052.96000","76,177.20000",,
SHEENA,JANI COSMETICS KENYA LTD,,,,,,,,"46,690.00000","59,097.36000","47,240.53600","4,019.40000","26,395.80000",,"60,453.86400","30,577.60000","26,528.04000","400,895.76800","45,255.08000","97,793.80000","55,099.30400","95,935.01600","138,040.00000",
SHEENA,JONAS FOOD COMPANY LIMITED,,"13,050.00000",,,,"13,050.00000",,,,,,,,,,,,,,,,,
SHEENA,JUBILEE TISSUE INDUSTRIES LIMITED,,,,,,,,,,,"26,535.00000",,,,,,"27,283.20000",,"19,720.00000",,"29,000.00000",,
SHEENA,JUMBO SPICES,,"871,160.00000","151,152.64000","68,386.17600","18,783.21990",,,,,,,,,,,,,"230,700.80000",0.00000,,,,
SHEENA,KAREMANO LIMITED,,"22,411.20000",,,,,,,,,,,,,,,,,,,,,
SHEENA,KATHY'S FRESH LTD,,,,,,"153,120.00000","4,408.00000","87,812.00000","4,640.00000","153,410.00000","81,617.60000",,,"10,208.00000",,,,,,,,,
SHEENA,KAWSAR AUTO SPARES LTD,"2,053.20000","2,679.60000",,,,,,"4,350.00000",,,,,,"11,484.00000","3,480.00000",,,,,,,,
SHEENA,KENPOLY MANUFACTURERS LIMITED,,,"435,449.58120","931,419.23920","1,014,585.98440","855,479.56080","589,768.82400","1,200,168.09720","1,048,934.05280","1,596,124.27200","1,659,251.13560","292,458.27200","2,027,798.36640","1,584,100.77920","1,365,867.16040","756,082.58280","795,342.37720","669,651.89920","815,501.46000","710,868.64800","332,945.01200","250,526.12800",
SHEENA,KENYA SWEETS LIMITED,,"5,419.52000","28,988.40000",,,"22,997.00000","11,919.00000",,,,,,,"5,568.00000",,,,"6,960.00000",,,"11,333.20000",,
SHEENA,KEYMEDIA AGENCY LTD,,"184,241.00000","109,789.50400","92,760.00000","49,375.40000","117,621.68000","305,977.52000","83,390.89200",,"225,493.00000","80,000.00000","75,296.00000","131,031.00000","160,077.00000","41,051.47200","107,092.50000","203,687.00000","134,341.94400","9,000.00000","138,957.00000","80,215.00000",,
SHEENA,LAKE GAS LTD,,,,,,"37,300.96000",,,,,,,,"51,334.68640",,,"77,256.00000",,,,,,
SHEENA,LAKI LAKI LTD,,,"341,134.65600","9,604.80000",,"315,762.42840","381,403.88200","242,864.44400","442,731.63200",,"206,074.58000","100,917.68000","463,829.59600","206,664.09200","113,842.77120","248,538.52600","402,788.42400","179,904.69000",,,,,
SHEENA,MALACHITE LIMITED - DR,"928,783.69600","1,137,898.23000","1,795,319.24000","1,817,829.38800","1,450,891.22800","2,303,580.03760","1,584,951.38400","2,098,313.38600","1,209,127.80960","1,451,554.86400","1,730,523.49600","1,089,850.80960","2,133,535.85800","837,045.04960","2,111,896.48720","1,191,074.71800","695,417.91200","2,899,712.01840","2,065,843.18800","1,399,678.50400","1,344,497.51280","1,927,706.96600",
SHEENA,MART NETWORKS KENYA LIMITED,"8,007.82800",982.05600,,,,,,117.62400,"11,600.00000","12,728.79600",,"1,191.55200",0.34800,"13,477.69200",,226.54800,,"4,828.84800","5,918.08800","9,087.67200",,,
SHEENA,MEDISEL (KENYA) LIMITED,,,,"35,102.25000","35,526.60000","474,166.30000","51,162.00000","67,725.00000",,"-16,275.00000","24,838.50000","9,788.20000","16,500.00000","37,500.00000",,"-8,338.50000",,"570,778.40000","94,455.90000","-44,100.30000",,"41,947.92000",
SHEENA,MIA WINES & SPIRITS INTERNATIONAL,,,,,,,,,"18,801.28000",,,,,,,,"5,167.80000",,"96,894.80000",,,,
